#Conversion of scaffold names used in genome assemblies (left) and in this manuscript (right)

scaffold1_size1318325_1_614794	scaffold1_1
scaffold18269_size1216	scaffold18269_1
scaffold18270_size1216	scaffold18270_1
scaffold18271_size1216	scaffold18271_1
scaffold18272_size1216	scaffold18272_1
scaffold18273_size1216	scaffold18273_1
scaffold18274_size1215	scaffold18274_1
scaffold18275_size1215	scaffold18275_1
scaffold18276_size1215	scaffold18276_1
scaffold18277_size1215	scaffold18277_1
scaffold18278_size1215	scaffold18278_1
scaffold18279_size1215	scaffold18279_1
scaffold18280_size1215	scaffold18280_1
scaffold18281_size1215	scaffold18281_1
scaffold18282_size1215	scaffold18282_1
scaffold18283_size1215	scaffold18283_1
scaffold18284_size1215	scaffold18284_1
scaffold18285_size1215	scaffold18285_1
scaffold18286_size1214	scaffold18286_1
scaffold18287_size1214	scaffold18287_1
scaffold18288_size1214	scaffold18288_1
scaffold18289_size1214	scaffold18289_1
scaffold18290_size1214	scaffold18290_1
scaffold18291_size1214	scaffold18291_1
scaffold18292_size1214	scaffold18292_1
scaffold18293_size1214	scaffold18293_1
scaffold18294_size1214	scaffold18294_1
scaffold18295_size1214	scaffold18295_1
scaffold18296_size1214	scaffold18296_1
scaffold18297_size1213	scaffold18297_1
scaffold18298_size1213	scaffold18298_1
scaffold18299_size1213	scaffold18299_1
scaffold18300_size1213	scaffold18300_1
scaffold18301_size1213	scaffold18301_1
scaffold18302_size1213	scaffold18302_1
scaffold18303_size1213	scaffold18303_1
scaffold18304_size1213	scaffold18304_1
scaffold18305_size1213	scaffold18305_1
scaffold18306_size1212	scaffold18306_1
scaffold18307_size1212	scaffold18307_1
scaffold18308_size1212	scaffold18308_1
scaffold18309_size1212	scaffold18309_1
scaffold18310_size1212	scaffold18310_1
scaffold18311_size1212	scaffold18311_1
scaffold18312_size1212	scaffold18312_1
scaffold18313_size1212	scaffold18313_1
scaffold18314_size1212	scaffold18314_1
scaffold18315_size1211	scaffold18315_1
scaffold18316_size1211	scaffold18316_1
scaffold18317_size1211	scaffold18317_1
scaffold18318_size1211	scaffold18318_1
scaffold18319_size1211	scaffold18319_1
scaffold18320_size1210	scaffold18320_1
scaffold18321_size1210	scaffold18321_1
scaffold18322_size1210	scaffold18322_1
scaffold18323_size1210	scaffold18323_1
scaffold18324_size1210	scaffold18324_1
scaffold18325_size1210	scaffold18325_1
scaffold18326_size1209	scaffold18326_1
scaffold18327_size1209	scaffold18327_1
scaffold18328_size1209	scaffold18328_1
scaffold18329_size1209	scaffold18329_1
scaffold18330_size1209	scaffold18330_1
scaffold18331_size1209	scaffold18331_1
scaffold18332_size1208	scaffold18332_1
scaffold18333_size1208	scaffold18333_1
scaffold18334_size1208	scaffold18334_1
scaffold18335_size1208	scaffold18335_1
scaffold18336_size1208	scaffold18336_1
scaffold18337_size1208	scaffold18337_1
scaffold18338_size1208	scaffold18338_1
scaffold18339_size1208	scaffold18339_1
scaffold18340_size1208	scaffold18340_1
scaffold18341_size1208	scaffold18341_1
scaffold18342_size1208	scaffold18342_1
scaffold18343_size1208	scaffold18343_1
scaffold18344_size1208	scaffold18344_1
scaffold18345_size1208	scaffold18345_1
scaffold18346_size1208	scaffold18346_1
scaffold18347_size1208	scaffold18347_1
scaffold18348_size1207	scaffold18348_1
scaffold18349_size1207	scaffold18349_1
scaffold18350_size1207	scaffold18350_1
scaffold18351_size1207	scaffold18351_1
scaffold18352_size1207	scaffold18352_1
scaffold18353_size1207	scaffold18353_1
scaffold18354_size1207	scaffold18354_1
scaffold18355_size1206	scaffold18355_1
scaffold18356_size1206	scaffold18356_1
scaffold18357_size1206	scaffold18357_1
scaffold18358_size1206	scaffold18358_1
scaffold18359_size1206	scaffold18359_1
scaffold18360_size1206	scaffold18360_1
scaffold18361_size1206	scaffold18361_1
scaffold18362_size1205	scaffold18362_1
scaffold18363_size1205	scaffold18363_1
scaffold18364_size1205	scaffold18364_1
scaffold18365_size1205	scaffold18365_1
scaffold18366_size1205	scaffold18366_1
scaffold18367_size1205	scaffold18367_1
scaffold18368_size1205	scaffold18368_1
scaffold18369_size1205	scaffold18369_1
scaffold18370_size1205	scaffold18370_1
scaffold18371_size1205	scaffold18371_1
scaffold18372_size1205	scaffold18372_1
scaffold18373_size1205	scaffold18373_1
scaffold18374_size1205	scaffold18374_1
scaffold18375_size1204	scaffold18375_1
scaffold18376_size1204	scaffold18376_1
scaffold18377_size1204	scaffold18377_1
scaffold18378_size1204	scaffold18378_1
scaffold18379_size1204	scaffold18379_1
scaffold18380_size1203	scaffold18380_1
scaffold18381_size1203	scaffold18381_1
scaffold18382_size1203	scaffold18382_1
scaffold18383_size1203	scaffold18383_1
scaffold18384_size1203	scaffold18384_1
scaffold18385_size1203	scaffold18385_1
scaffold18386_size1203	scaffold18386_1
scaffold18387_size1203	scaffold18387_1
scaffold18388_size1203	scaffold18388_1
scaffold18389_size1202	scaffold18389_1
scaffold18390_size1202	scaffold18390_1
scaffold18391_size1202	scaffold18391_1
scaffold18392_size1202	scaffold18392_1
scaffold18393_size1201	scaffold18393_1
scaffold18394_size1201	scaffold18394_1
scaffold18395_size1201	scaffold18395_1
scaffold18396_size1201	scaffold18396_1
scaffold18397_size1201	scaffold18397_1
scaffold18398_size1201	scaffold18398_1
scaffold18399_size1201	scaffold18399_1
scaffold18400_size1200	scaffold18400_1
scaffold18401_size1200	scaffold18401_1
scaffold18402_size1200	scaffold18402_1
scaffold18403_size1200	scaffold18403_1
scaffold18404_size1200	scaffold18404_1
scaffold18405_size1200	scaffold18405_1
scaffold18406_size1200	scaffold18406_1
scaffold18407_size1200	scaffold18407_1
scaffold18408_size1200	scaffold18408_1
scaffold18409_size1200	scaffold18409_1
scaffold18410_size1200	scaffold18410_1
scaffold18411_size1200	scaffold18411_1
scaffold18412_size1199	scaffold18412_1
scaffold18413_size1199	scaffold18413_1
scaffold18414_size1199	scaffold18414_1
scaffold18415_size1199	scaffold18415_1
scaffold18416_size1199	scaffold18416_1
scaffold18417_size1199	scaffold18417_1
scaffold18418_size1199	scaffold18418_1
scaffold18419_size1199	scaffold18419_1
scaffold18420_size1199	scaffold18420_1
scaffold18421_size1199	scaffold18421_1
scaffold18422_size1199	scaffold18422_1
scaffold18423_size1199	scaffold18423_1
scaffold18424_size1199	scaffold18424_1
scaffold18425_size1198	scaffold18425_1
scaffold18426_size1198	scaffold18426_1
scaffold18427_size1198	scaffold18427_1
scaffold18428_size1198	scaffold18428_1
scaffold18429_size1198	scaffold18429_1
scaffold18430_size1198	scaffold18430_1
scaffold18431_size1198	scaffold18431_1
scaffold18432_size1198	scaffold18432_1
scaffold18433_size1198	scaffold18433_1
scaffold18434_size1198	scaffold18434_1
scaffold18435_size1197	scaffold18435_1
scaffold18436_size1197	scaffold18436_1
scaffold18437_size1197	scaffold18437_1
scaffold18438_size1197	scaffold18438_1
scaffold18439_size1197	scaffold18439_1
scaffold18440_size1197	scaffold18440_1
scaffold18441_size1196	scaffold18441_1
scaffold18442_size1196	scaffold18442_1
scaffold18443_size1196	scaffold18443_1
scaffold18444_size1196	scaffold18444_1
scaffold18445_size1196	scaffold18445_1
scaffold18446_size1196	scaffold18446_1
scaffold18447_size1196	scaffold18447_1
scaffold18448_size1196	scaffold18448_1
scaffold18449_size1196	scaffold18449_1
scaffold18450_size1196	scaffold18450_1
scaffold18451_size1196	scaffold18451_1
scaffold18452_size1195	scaffold18452_1
scaffold18453_size1195	scaffold18453_1
scaffold18454_size1195	scaffold18454_1
scaffold18455_size1195	scaffold18455_1
scaffold18456_size1195	scaffold18456_1
scaffold18457_size1195	scaffold18457_1
scaffold18458_size1195	scaffold18458_1
scaffold18459_size1195	scaffold18459_1
scaffold18460_size1195	scaffold18460_1
scaffold18461_size1195	scaffold18461_1
scaffold18462_size1194	scaffold18462_1
scaffold18463_size1194	scaffold18463_1
scaffold18464_size1194	scaffold18464_1
scaffold18465_size1194	scaffold18465_1
scaffold18466_size1194	scaffold18466_1
scaffold18467_size1194	scaffold18467_1
scaffold18468_size1194	scaffold18468_1
scaffold18469_size1193	scaffold18469_1
scaffold18470_size1193	scaffold18470_1
scaffold18471_size1193	scaffold18471_1
scaffold18472_size1193	scaffold18472_1
scaffold18473_size1193	scaffold18473_1
scaffold18474_size1193	scaffold18474_1
scaffold18475_size1193	scaffold18475_1
scaffold18476_size1193	scaffold18476_1
scaffold18477_size1193	scaffold18477_1
scaffold18478_size1193	scaffold18478_1
scaffold18479_size1193	scaffold18479_1
scaffold18480_size1193	scaffold18480_1
scaffold18481_size1192	scaffold18481_1
scaffold18482_size1192	scaffold18482_1
scaffold18483_size1192	scaffold18483_1
scaffold18484_size1192	scaffold18484_1
scaffold18485_size1192	scaffold18485_1
scaffold18486_size1192	scaffold18486_1
scaffold18487_size1192	scaffold18487_1
scaffold18488_size1192	scaffold18488_1
scaffold18489_size1192	scaffold18489_1
scaffold18490_size1191	scaffold18490_1
scaffold18491_size1191	scaffold18491_1
scaffold18492_size1191	scaffold18492_1
scaffold18493_size1191	scaffold18493_1
scaffold18494_size1191	scaffold18494_1
scaffold18495_size1191	scaffold18495_1
scaffold18496_size1191	scaffold18496_1
scaffold18497_size1191	scaffold18497_1
scaffold18498_size1191	scaffold18498_1
scaffold18499_size1191	scaffold18499_1
scaffold18500_size1191	scaffold18500_1
scaffold18501_size1191	scaffold18501_1
scaffold18502_size1191	scaffold18502_1
scaffold18503_size1191	scaffold18503_1
scaffold18504_size1191	scaffold18504_1
scaffold18505_size1191	scaffold18505_1
scaffold18506_size1190	scaffold18506_1
scaffold18507_size1190	scaffold18507_1
scaffold18508_size1190	scaffold18508_1
scaffold18509_size1190	scaffold18509_1
scaffold18510_size1189	scaffold18510_1
scaffold18511_size1189	scaffold18511_1
scaffold18512_size1189	scaffold18512_1
scaffold18513_size1189	scaffold18513_1
scaffold18514_size1189	scaffold18514_1
scaffold18515_size1189	scaffold18515_1
scaffold18516_size1189	scaffold18516_1
scaffold18517_size1189	scaffold18517_1
scaffold18518_size1188	scaffold18518_1
scaffold18519_size1188	scaffold18519_1
scaffold18520_size1188	scaffold18520_1
scaffold18521_size1188	scaffold18521_1
scaffold18522_size1188	scaffold18522_1
scaffold18523_size1188	scaffold18523_1
scaffold18524_size1188	scaffold18524_1
scaffold18525_size1188	scaffold18525_1
scaffold18526_size1187	scaffold18526_1
scaffold18527_size1187	scaffold18527_1
scaffold18528_size1187	scaffold18528_1
scaffold18529_size1187	scaffold18529_1
scaffold18530_size1187	scaffold18530_1
scaffold18531_size1187	scaffold18531_1
scaffold18532_size1187	scaffold18532_1
scaffold18533_size1186	scaffold18533_1
scaffold18534_size1186	scaffold18534_1
scaffold18535_size1186	scaffold18535_1
scaffold18536_size1186	scaffold18536_1
scaffold18537_size1186	scaffold18537_1
scaffold18538_size1186	scaffold18538_1
scaffold18539_size1186	scaffold18539_1
scaffold18540_size1186	scaffold18540_1
scaffold18541_size1186	scaffold18541_1
scaffold18542_size1186	scaffold18542_1
scaffold18543_size1185	scaffold18543_1
scaffold18544_size1185	scaffold18544_1
scaffold18545_size1185	scaffold18545_1
scaffold18546_size1185	scaffold18546_1
scaffold18547_size1184	scaffold18547_1
scaffold18548_size1184	scaffold18548_1
scaffold18549_size1184	scaffold18549_1
scaffold18550_size1184	scaffold18550_1
scaffold18551_size1184	scaffold18551_1
scaffold18552_size1184	scaffold18552_1
scaffold18553_size1184	scaffold18553_1
scaffold18554_size1183	scaffold18554_1
scaffold18555_size1183	scaffold18555_1
scaffold18556_size1183	scaffold18556_1
scaffold18557_size1183	scaffold18557_1
scaffold18558_size1183	scaffold18558_1
scaffold18559_size1182	scaffold18559_1
scaffold18560_size1182	scaffold18560_1
scaffold18561_size1182	scaffold18561_1
scaffold18562_size1182	scaffold18562_1
scaffold18563_size1182	scaffold18563_1
scaffold18564_size1182	scaffold18564_1
scaffold18565_size1182	scaffold18565_1
scaffold18566_size1182	scaffold18566_1
scaffold18567_size1182	scaffold18567_1
scaffold18568_size1182	scaffold18568_1
scaffold18569_size1182	scaffold18569_1
scaffold18570_size1182	scaffold18570_1
scaffold18571_size1182	scaffold18571_1
scaffold18572_size1181	scaffold18572_1
scaffold18573_size1181	scaffold18573_1
scaffold18574_size1181	scaffold18574_1
scaffold18575_size1181	scaffold18575_1
scaffold18576_size1181	scaffold18576_1
scaffold18577_size1181	scaffold18577_1
scaffold18578_size1181	scaffold18578_1
scaffold18579_size1181	scaffold18579_1
scaffold18580_size1181	scaffold18580_1
scaffold18581_size1181	scaffold18581_1
scaffold18582_size1180	scaffold18582_1
scaffold18583_size1180	scaffold18583_1
scaffold18584_size1180	scaffold18584_1
scaffold18585_size1180	scaffold18585_1
scaffold18586_size1180	scaffold18586_1
scaffold18587_size1180	scaffold18587_1
scaffold18588_size1180	scaffold18588_1
scaffold18589_size1180	scaffold18589_1
scaffold18590_size1180	scaffold18590_1
scaffold18591_size1180	scaffold18591_1
scaffold18592_size1179	scaffold18592_1
scaffold18593_size1179	scaffold18593_1
scaffold18594_size1179	scaffold18594_1
scaffold18595_size1179	scaffold18595_1
scaffold18596_size1179	scaffold18596_1
scaffold18597_size1179	scaffold18597_1
scaffold18598_size1178	scaffold18598_1
scaffold18599_size1178	scaffold18599_1
scaffold18600_size1178	scaffold18600_1
scaffold18601_size1178	scaffold18601_1
scaffold18602_size1178	scaffold18602_1
scaffold18603_size1178	scaffold18603_1
scaffold18604_size1178	scaffold18604_1
scaffold18605_size1178	scaffold18605_1
scaffold18606_size1178	scaffold18606_1
scaffold18607_size1178	scaffold18607_1
scaffold18608_size1177	scaffold18608_1
scaffold18609_size1177	scaffold18609_1
scaffold18610_size1177	scaffold18610_1
scaffold18611_size1177	scaffold18611_1
scaffold18612_size1177	scaffold18612_1
scaffold18613_size1177	scaffold18613_1
scaffold18614_size1177	scaffold18614_1
scaffold18615_size1177	scaffold18615_1
scaffold18616_size1177	scaffold18616_1
scaffold18617_size1177	scaffold18617_1
scaffold18618_size1176	scaffold18618_1
scaffold18619_size1176	scaffold18619_1
scaffold18620_size1176	scaffold18620_1
scaffold18621_size1176	scaffold18621_1
scaffold18622_size1176	scaffold18622_1
scaffold18623_size1176	scaffold18623_1
scaffold18624_size1176	scaffold18624_1
scaffold18625_size1175	scaffold18625_1
scaffold18626_size1175	scaffold18626_1
scaffold18627_size1175	scaffold18627_1
scaffold18628_size1175	scaffold18628_1
scaffold18629_size1175	scaffold18629_1
scaffold18630_size1175	scaffold18630_1
scaffold18631_size1175	scaffold18631_1
scaffold18632_size1175	scaffold18632_1
scaffold18633_size1175	scaffold18633_1
scaffold18634_size1174	scaffold18634_1
scaffold18635_size1174	scaffold18635_1
scaffold18636_size1174	scaffold18636_1
scaffold18637_size1174	scaffold18637_1
scaffold18638_size1174	scaffold18638_1
scaffold18639_size1174	scaffold18639_1
scaffold18640_size1174	scaffold18640_1
scaffold18641_size1174	scaffold18641_1
scaffold18642_size1174	scaffold18642_1
scaffold18643_size1174	scaffold18643_1
scaffold18644_size1174	scaffold18644_1
scaffold18645_size1174	scaffold18645_1
scaffold18646_size1173	scaffold18646_1
scaffold18647_size1173	scaffold18647_1
scaffold18648_size1173	scaffold18648_1
scaffold18649_size1173	scaffold18649_1
scaffold18650_size1173	scaffold18650_1
scaffold18651_size1173	scaffold18651_1
scaffold18652_size1173	scaffold18652_1
scaffold18653_size1173	scaffold18653_1
scaffold18654_size1173	scaffold18654_1
scaffold18655_size1173	scaffold18655_1
scaffold18656_size1173	scaffold18656_1
scaffold18657_size1173	scaffold18657_1
scaffold18658_size1172	scaffold18658_1
scaffold18659_size1172	scaffold18659_1
scaffold18660_size1172	scaffold18660_1
scaffold18661_size1172	scaffold18661_1
scaffold18662_size1172	scaffold18662_1
scaffold18663_size1172	scaffold18663_1
scaffold18664_size1172	scaffold18664_1
scaffold18665_size1172	scaffold18665_1
scaffold18666_size1172	scaffold18666_1
scaffold18667_size1172	scaffold18667_1
scaffold18668_size1172	scaffold18668_1
scaffold18669_size1172	scaffold18669_1
scaffold18670_size1171	scaffold18670_1
scaffold18671_size1171	scaffold18671_1
scaffold18672_size1171	scaffold18672_1
scaffold18673_size1171	scaffold18673_1
scaffold18674_size1171	scaffold18674_1
scaffold18675_size1171	scaffold18675_1
scaffold18676_size1171	scaffold18676_1
scaffold18677_size1171	scaffold18677_1
scaffold18678_size1170	scaffold18678_1
scaffold18679_size1170	scaffold18679_1
scaffold18680_size1170	scaffold18680_1
scaffold18681_size1170	scaffold18681_1
scaffold18682_size1170	scaffold18682_1
scaffold18683_size1170	scaffold18683_1
scaffold18684_size1170	scaffold18684_1
scaffold18685_size1169	scaffold18685_1
scaffold18686_size1169	scaffold18686_1
scaffold18687_size1169	scaffold18687_1
scaffold18688_size1169	scaffold18688_1
scaffold18689_size1169	scaffold18689_1
scaffold18690_size1169	scaffold18690_1
scaffold18691_size1169	scaffold18691_1
scaffold18692_size1169	scaffold18692_1
scaffold18693_size1169	scaffold18693_1
scaffold18694_size1169	scaffold18694_1
scaffold18695_size1168	scaffold18695_1
scaffold18696_size1168	scaffold18696_1
scaffold18697_size1168	scaffold18697_1
scaffold18698_size1168	scaffold18698_1
scaffold18699_size1167	scaffold18699_1
scaffold18700_size1167	scaffold18700_1
scaffold18701_size1167	scaffold18701_1
scaffold18702_size1167	scaffold18702_1
scaffold18703_size1167	scaffold18703_1
scaffold18704_size1167	scaffold18704_1
scaffold18705_size1167	scaffold18705_1
scaffold18706_size1167	scaffold18706_1
scaffold18707_size1167	scaffold18707_1
scaffold18708_size1167	scaffold18708_1
scaffold18709_size1167	scaffold18709_1
scaffold18710_size1167	scaffold18710_1
scaffold18711_size1167	scaffold18711_1
scaffold18712_size1167	scaffold18712_1
scaffold18713_size1166	scaffold18713_1
scaffold18714_size1166	scaffold18714_1
scaffold18715_size1166	scaffold18715_1
scaffold18716_size1166	scaffold18716_1
scaffold18717_size1166	scaffold18717_1
scaffold18718_size1166	scaffold18718_1
scaffold18719_size1166	scaffold18719_1
scaffold18720_size1166	scaffold18720_1
scaffold18721_size1166	scaffold18721_1
scaffold18722_size1166	scaffold18722_1
scaffold18723_size1166	scaffold18723_1
scaffold18724_size1166	scaffold18724_1
scaffold18725_size1165	scaffold18725_1
scaffold18726_size1165	scaffold18726_1
scaffold18727_size1165	scaffold18727_1
scaffold18728_size1165	scaffold18728_1
scaffold18729_size1165	scaffold18729_1
scaffold18730_size1165	scaffold18730_1
scaffold18731_size1165	scaffold18731_1
scaffold18732_size1165	scaffold18732_1
scaffold18733_size1165	scaffold18733_1
scaffold18734_size1165	scaffold18734_1
scaffold18735_size1164	scaffold18735_1
scaffold18736_size1164	scaffold18736_1
scaffold18737_size1164	scaffold18737_1
scaffold18738_size1164	scaffold18738_1
scaffold18739_size1164	scaffold18739_1
scaffold18740_size1164	scaffold18740_1
scaffold18741_size1164	scaffold18741_1
scaffold18742_size1164	scaffold18742_1
scaffold18743_size1163	scaffold18743_1
scaffold18744_size1163	scaffold18744_1
scaffold18745_size1163	scaffold18745_1
scaffold18746_size1163	scaffold18746_1
scaffold18747_size1163	scaffold18747_1
scaffold18748_size1163	scaffold18748_1
scaffold18749_size1163	scaffold18749_1
scaffold18750_size1162	scaffold18750_1
scaffold18751_size1162	scaffold18751_1
scaffold18752_size1162	scaffold18752_1
scaffold18753_size1162	scaffold18753_1
scaffold18754_size1162	scaffold18754_1
scaffold18755_size1162	scaffold18755_1
scaffold18756_size1162	scaffold18756_1
scaffold18757_size1161	scaffold18757_1
scaffold18758_size1161	scaffold18758_1
scaffold18759_size1161	scaffold18759_1
scaffold18760_size1161	scaffold18760_1
scaffold18761_size1160	scaffold18761_1
scaffold18762_size1160	scaffold18762_1
scaffold18763_size1160	scaffold18763_1
scaffold18764_size1160	scaffold18764_1
scaffold18765_size1160	scaffold18765_1
scaffold18766_size1160	scaffold18766_1
scaffold18767_size1159	scaffold18767_1
scaffold18768_size1159	scaffold18768_1
scaffold18769_size1159	scaffold18769_1
scaffold18770_size1159	scaffold18770_1
scaffold18771_size1159	scaffold18771_1
scaffold18772_size1159	scaffold18772_1
scaffold18773_size1159	scaffold18773_1
scaffold18774_size1159	scaffold18774_1
scaffold18775_size1159	scaffold18775_1
scaffold18776_size1158	scaffold18776_1
scaffold18777_size1158	scaffold18777_1
scaffold18778_size1158	scaffold18778_1
scaffold18779_size1158	scaffold18779_1
scaffold18780_size1157	scaffold18780_1
scaffold18781_size1157	scaffold18781_1
scaffold18782_size1157	scaffold18782_1
scaffold18783_size1157	scaffold18783_1
scaffold18784_size1157	scaffold18784_1
scaffold18785_size1157	scaffold18785_1
scaffold18786_size1157	scaffold18786_1
scaffold18787_size1157	scaffold18787_1
scaffold18788_size1157	scaffold18788_1
scaffold18789_size1156	scaffold18789_1
scaffold18790_size1156	scaffold18790_1
scaffold18791_size1156	scaffold18791_1
scaffold18792_size1156	scaffold18792_1
scaffold18793_size1156	scaffold18793_1
scaffold18794_size1156	scaffold18794_1
scaffold18795_size1156	scaffold18795_1
scaffold18796_size1155	scaffold18796_1
scaffold18797_size1155	scaffold18797_1
scaffold18798_size1155	scaffold18798_1
scaffold18799_size1155	scaffold18799_1
scaffold18800_size1155	scaffold18800_1
scaffold18801_size1155	scaffold18801_1
scaffold18802_size1155	scaffold18802_1
scaffold18803_size1155	scaffold18803_1
scaffold18804_size1155	scaffold18804_1
scaffold18805_size1154	scaffold18805_1
scaffold18806_size1154	scaffold18806_1
scaffold18807_size1154	scaffold18807_1
scaffold18808_size1154	scaffold18808_1
scaffold18809_size1153	scaffold18809_1
scaffold18810_size1153	scaffold18810_1
scaffold18811_size1153	scaffold18811_1
scaffold18812_size1153	scaffold18812_1
scaffold18813_size1153	scaffold18813_1
scaffold18814_size1153	scaffold18814_1
scaffold18815_size1153	scaffold18815_1
scaffold18816_size1153	scaffold18816_1
scaffold18817_size1152	scaffold18817_1
scaffold18818_size1152	scaffold18818_1
scaffold18819_size1152	scaffold18819_1
scaffold18820_size1152	scaffold18820_1
scaffold18821_size1152	scaffold18821_1
scaffold18822_size1152	scaffold18822_1
scaffold18823_size1152	scaffold18823_1
scaffold18824_size1152	scaffold18824_1
scaffold18825_size1151	scaffold18825_1
scaffold18826_size1151	scaffold18826_1
scaffold18827_size1151	scaffold18827_1
scaffold18828_size1151	scaffold18828_1
scaffold18829_size1151	scaffold18829_1
scaffold18830_size1151	scaffold18830_1
scaffold18831_size1151	scaffold18831_1
scaffold18832_size1151	scaffold18832_1
scaffold18833_size1150	scaffold18833_1
scaffold18834_size1150	scaffold18834_1
scaffold18835_size1150	scaffold18835_1
scaffold18836_size1150	scaffold18836_1
scaffold18837_size1150	scaffold18837_1
scaffold18838_size1150	scaffold18838_1
scaffold18839_size1150	scaffold18839_1
scaffold18840_size1150	scaffold18840_1
scaffold18841_size1149	scaffold18841_1
scaffold18842_size1149	scaffold18842_1
scaffold18843_size1149	scaffold18843_1
scaffold18844_size1149	scaffold18844_1
scaffold18845_size1149	scaffold18845_1
scaffold18846_size1149	scaffold18846_1
scaffold18847_size1148	scaffold18847_1
scaffold18848_size1148	scaffold18848_1
scaffold18849_size1148	scaffold18849_1
scaffold18850_size1148	scaffold18850_1
scaffold18851_size1148	scaffold18851_1
scaffold18852_size1148	scaffold18852_1
scaffold18853_size1148	scaffold18853_1
scaffold18854_size1147	scaffold18854_1
scaffold18855_size1147	scaffold18855_1
scaffold18856_size1147	scaffold18856_1
scaffold18857_size1147	scaffold18857_1
scaffold18858_size1147	scaffold18858_1
scaffold18859_size1147	scaffold18859_1
scaffold18860_size1147	scaffold18860_1
scaffold18861_size1147	scaffold18861_1
scaffold18862_size1147	scaffold18862_1
scaffold18863_size1147	scaffold18863_1
scaffold18864_size1147	scaffold18864_1
scaffold18865_size1147	scaffold18865_1
scaffold18866_size1146	scaffold18866_1
scaffold18867_size1146	scaffold18867_1
scaffold18868_size1146	scaffold18868_1
scaffold18869_size1146	scaffold18869_1
scaffold18870_size1146	scaffold18870_1
scaffold18871_size1146	scaffold18871_1
scaffold18872_size1145	scaffold18872_1
scaffold18873_size1145	scaffold18873_1
scaffold18874_size1145	scaffold18874_1
scaffold18875_size1145	scaffold18875_1
scaffold18876_size1145	scaffold18876_1
scaffold18877_size1145	scaffold18877_1
scaffold18878_size1144	scaffold18878_1
scaffold18879_size1144	scaffold18879_1
scaffold18880_size1144	scaffold18880_1
scaffold18881_size1144	scaffold18881_1
scaffold18882_size1144	scaffold18882_1
scaffold18883_size1144	scaffold18883_1
scaffold18884_size1143	scaffold18884_1
scaffold18885_size1143	scaffold18885_1
scaffold18886_size1143	scaffold18886_1
scaffold18887_size1143	scaffold18887_1
scaffold18888_size1143	scaffold18888_1
scaffold18889_size1143	scaffold18889_1
scaffold18890_size1143	scaffold18890_1
scaffold18891_size1143	scaffold18891_1
scaffold18892_size1143	scaffold18892_1
scaffold18893_size1143	scaffold18893_1
scaffold18894_size1143	scaffold18894_1
scaffold18895_size1143	scaffold18895_1
scaffold18896_size1142	scaffold18896_1
scaffold18897_size1142	scaffold18897_1
scaffold18898_size1142	scaffold18898_1
scaffold18899_size1142	scaffold18899_1
scaffold18900_size1142	scaffold18900_1
scaffold18901_size1142	scaffold18901_1
scaffold18902_size1142	scaffold18902_1
scaffold18903_size1142	scaffold18903_1
scaffold18904_size1141	scaffold18904_1
scaffold18905_size1141	scaffold18905_1
scaffold18906_size1141	scaffold18906_1
scaffold18907_size1141	scaffold18907_1
scaffold18908_size1141	scaffold18908_1
scaffold18909_size1140	scaffold18909_1
scaffold18910_size1140	scaffold18910_1
scaffold18911_size1140	scaffold18911_1
scaffold18912_size1140	scaffold18912_1
scaffold18913_size1140	scaffold18913_1
scaffold18914_size1140	scaffold18914_1
scaffold18915_size1140	scaffold18915_1
scaffold18916_size1140	scaffold18916_1
scaffold18917_size1139	scaffold18917_1
scaffold18918_size1139	scaffold18918_1
scaffold18919_size1139	scaffold18919_1
scaffold18920_size1139	scaffold18920_1
scaffold18921_size1139	scaffold18921_1
scaffold18922_size1139	scaffold18922_1
scaffold18923_size1138	scaffold18923_1
scaffold18924_size1138	scaffold18924_1
scaffold18925_size1138	scaffold18925_1
scaffold18926_size1138	scaffold18926_1
scaffold18927_size1138	scaffold18927_1
scaffold18928_size1138	scaffold18928_1
scaffold18929_size1137	scaffold18929_1
scaffold18930_size1137	scaffold18930_1
scaffold18931_size1137	scaffold18931_1
scaffold18932_size1137	scaffold18932_1
scaffold18933_size1137	scaffold18933_1
scaffold18934_size1137	scaffold18934_1
scaffold18935_size1137	scaffold18935_1
scaffold18936_size1137	scaffold18936_1
scaffold18937_size1137	scaffold18937_1
scaffold18938_size1137	scaffold18938_1
scaffold18939_size1137	scaffold18939_1
scaffold18940_size1136	scaffold18940_1
scaffold18941_size1136	scaffold18941_1
scaffold18942_size1136	scaffold18942_1
scaffold18943_size1136	scaffold18943_1
scaffold18944_size1136	scaffold18944_1
scaffold18945_size1136	scaffold18945_1
scaffold18946_size1135	scaffold18946_1
scaffold18947_size1135	scaffold18947_1
scaffold18948_size1135	scaffold18948_1
scaffold18949_size1135	scaffold18949_1
scaffold18950_size1135	scaffold18950_1
scaffold18951_size1135	scaffold18951_1
scaffold18952_size1135	scaffold18952_1
scaffold18953_size1135	scaffold18953_1
scaffold18954_size1134	scaffold18954_1
scaffold18955_size1134	scaffold18955_1
scaffold18956_size1134	scaffold18956_1
scaffold18957_size1134	scaffold18957_1
scaffold18958_size1134	scaffold18958_1
scaffold18959_size1134	scaffold18959_1
scaffold18960_size1134	scaffold18960_1
scaffold18961_size1134	scaffold18961_1
scaffold18962_size1133	scaffold18962_1
scaffold18963_size1133	scaffold18963_1
scaffold18964_size1133	scaffold18964_1
scaffold18965_size1133	scaffold18965_1
