scaffold	pos	zscore	pvalue	adjpvalue	beta	FDRpvalue	absBetax1000
scaffold5918_size19955	9046	-5.515878046	2.26E-06	5.34E-06	-9.84E-05	0.030802504	9.84E-02
scaffold5927_size19903	16372	-5.399356663	3.29E-06	8.39E-06	-9.39E-05	0.038206436	9.39E-02
scaffold5937_size19858	1519	5.434255719	2.94E-06	7.34E-06	0.000104818	0.035729594	1.05E-01
scaffold5937_size19858	7412	6.204213584	2.44E-07	3.07E-07	0.000124446	0.007808891	1.24E-01
scaffold5942_size19826	16518	5.253790316	5.26E-06	1.46E-05	0.000109126	0.04852941	1.09E-01
scaffold5954_size19754	7193	-5.950360176	5.55E-07	9.13E-07	-0.000129077	0.013260565	1.29E-01
scaffold5955_size25392_1_19754	14203	5.428907257	2.99E-06	7.49E-06	0.000102398	0.036039208	1.02E-01
scaffold5960_size19729	16775	-6.004527739	4.66E-07	7.26E-07	-0.000141036	0.012236359	1.41E-01
scaffold5969_size19661	8700	5.249052688	5.34E-06	1.48E-05	0.000101752	0.048753649	1.02E-01
scaffold5969_size19661	8705	5.475778349	2.57E-06	6.24E-06	0.000103223	0.032912303	1.03E-01
scaffold5986_size19577	14219	-5.374229931	3.57E-06	9.24E-06	-0.000123088	0.039790092	1.23E-01
scaffold5986_size19577	14358	5.443294071	2.86E-06	7.08E-06	0.000189248	0.035113935	1.89E-01
scaffold5986_size19577	14366	-5.866739939	7.28E-07	1.29E-06	-0.00016742	0.015822539	1.67E-01
scaffold5986_size19577	17484	-5.619737636	1.62E-06	3.54E-06	-0.000130698	0.025711445	1.31E-01
scaffold5986_size19577	17537	5.265716048	5.06E-06	1.39E-05	0.000139854	0.047879086	1.40E-01
scaffold5986_size19577	17608	5.255838644	5.22E-06	1.45E-05	0.000154375	0.04852941	1.54E-01
scaffold5986_size19577	17858	5.78911984	9.35E-07	1.78E-06	9.11E-05	0.01820097	9.11E-02
scaffold6053_size19176	18848	-6.786766436	3.72E-08	2.15E-08	-7.85E-05	0.001574059	7.85E-02
scaffold6074_size19054	6347	5.448127517	2.81E-06	6.95E-06	0.000122634	0.034826193	1.23E-01
scaffold6084_size19020	3278	5.388533025	3.41E-06	8.75E-06	0.000130624	0.038878033	1.31E-01
scaffold6084_size19020	3285	5.759627117	1.03E-06	2.01E-06	0.000131756	0.019437529	1.32E-01
scaffold6118_size18828	2027	-6.885365189	2.71E-08	1.34E-08	-0.000162401	0.001159773	1.62E-01
scaffold6118_size18828	5909	-5.773755628	9.83E-07	1.90E-06	-5.34E-05	0.018762094	5.34E-02
scaffold6119_size21694	14050	5.574334236	1.87E-06	4.24E-06	0.000192966	0.028003715	1.93E-01
scaffold6122_size18802	9863	-5.24870175	5.34E-06	1.49E-05	-0.000180731	0.048787239	1.81E-01
scaffold6123_size18801	13790	-5.573212904	1.88E-06	4.26E-06	-7.38E-05	0.028003715	7.38E-02
scaffold6123_size18801	14529	-5.485592898	2.49E-06	6.01E-06	-9.58E-05	0.032277967	9.58E-02
scaffold6123_size18801	14617	-5.513618792	2.28E-06	5.39E-06	-7.48E-05	0.030872594	7.48E-02
scaffold6123_size18801	14630	-5.351096167	3.85E-06	1.01E-05	-8.45E-05	0.041218182	8.45E-02
scaffold6137_size18753	11435	-5.323338847	4.20E-06	1.12E-05	-5.35E-05	0.043428569	5.35E-02
scaffold6151_size18679	3549	-5.340267047	3.98E-06	1.05E-05	-3.19E-05	0.041896546	3.19E-02
scaffold6163_size18624_1_13692	9157	-5.468383123	2.64E-06	6.43E-06	-4.55E-05	0.033388578	4.55E-02
scaffold6163_size18624_1_13692	13536	-5.288441774	4.70E-06	1.28E-05	-7.19E-05	0.046005178	7.19E-02
scaffold6180_size18519	1034	5.493058921	2.43E-06	5.84E-06	7.16E-05	0.031823067	7.16E-02
scaffold6185_size18509	9141	-5.750280953	1.06E-06	2.09E-06	-0.000134623	0.019827218	1.35E-01
scaffold6214_size18371	12979	-5.554355456	2.00E-06	4.59E-06	-6.72E-05	0.028758937	6.72E-02
scaffold6232_size18305	465	-5.511554976	2.29E-06	5.43E-06	-0.000102956	0.031021538	1.03E-01
scaffold6232_size18305	528	-5.254050883	5.25E-06	1.46E-05	-8.44E-05	0.04852941	8.44E-02
scaffold6232_size18305	1318	-5.503020156	2.36E-06	5.61E-06	-0.000110882	0.031353543	1.11E-01
scaffold6237_size18286_3762_18286	6288	-5.492094226	2.44E-06	5.86E-06	-0.000124311	0.031885198	1.24E-01
scaffold6237_size18286_3762_18286	6289	-5.492094226	2.44E-06	5.86E-06	-0.000124311	0.031885198	1.24E-01
scaffold6238_size18280	345	5.449353412	2.80E-06	6.92E-06	0.000157639	0.034774472	1.58E-01
scaffold6238_size18280	356	5.707414768	1.22E-06	2.49E-06	0.000156625	0.021388166	1.57E-01
scaffold6238_size18280	403	5.532601952	2.14E-06	5.00E-06	0.000143459	0.029949297	1.43E-01
scaffold6238_size18280	419	6.012915144	4.53E-07	7.01E-07	0.000142767	0.012044896	1.43E-01
scaffold6238_size18280	420	6.012915144	4.53E-07	7.01E-07	0.000142767	0.012044896	1.43E-01
scaffold6238_size18280	484	6.098215724	3.44E-07	4.87E-07	0.000147213	0.009995962	1.47E-01
scaffold6238_size18280	530	6.590245422	7.01E-08	5.40E-08	0.000154557	0.002830175	1.55E-01
scaffold6238_size18280	537	5.442363641	2.87E-06	7.11E-06	0.000120252	0.035140678	1.20E-01
scaffold6238_size18280	611	5.665510729	1.39E-06	2.95E-06	0.000130624	0.02336891	1.31E-01
scaffold6238_size18280	654	5.401086966	3.27E-06	8.34E-06	0.0001241	0.038091003	1.24E-01
scaffold6238_size18280	13037	5.787019756	9.42E-07	1.80E-06	0.000235177	0.018233143	2.35E-01
scaffold6238_size18280	13146	5.853129827	7.60E-07	1.37E-06	0.000222385	0.016041629	2.22E-01
scaffold6238_size18280	13242	5.533422311	2.14E-06	4.98E-06	0.000218036	0.029904111	2.18E-01
scaffold6238_size18280	13243	5.533422311	2.14E-06	4.98E-06	0.000218036	0.029904111	2.18E-01
scaffold6238_size18280	13268	5.653501382	1.45E-06	3.09E-06	0.000229337	0.02393185	2.29E-01
scaffold6238_size18280	13282	5.453526808	2.77E-06	6.81E-06	0.000214878	0.034465222	2.15E-01
scaffold6238_size18280	13329	5.835430385	8.05E-07	1.47E-06	0.000230856	0.016431198	2.31E-01
scaffold6238_size18280	13338	5.759107169	1.03E-06	2.02E-06	0.000232393	0.019460888	2.32E-01
scaffold6238_size18280	13775	5.989520621	4.89E-07	7.74E-07	0.000231446	0.012557561	2.31E-01
scaffold6238_size18280	13803	5.618214757	1.63E-06	3.56E-06	0.000220844	0.025725466	2.21E-01
scaffold6248_size18229	16271	-5.620015332	1.62E-06	3.54E-06	-6.65E-05	0.025711445	6.65E-02
scaffold6263_size18126_5092_18126	12377	6.612618083	6.52E-08	4.87E-08	0.000142952	0.002644827	1.43E-01
scaffold6263_size18126_5092_18126	12397	6.469191484	1.04E-07	9.42E-08	0.000159066	0.003908733	1.59E-01
scaffold6263_size18126_5092_18126	12413	5.264027858	5.09E-06	1.40E-05	0.000110114	0.048010664	1.10E-01
scaffold6286_size18011	3193	-5.4835066	2.51E-06	6.06E-06	-9.56E-05	0.032277967	9.56E-02
scaffold6286_size18011	3349	-6.56532348	7.59E-08	6.06E-08	-9.79E-05	0.003036822	9.79E-02
scaffold6286_size18011	3354	-5.57589722	1.86E-06	4.21E-06	-6.25E-05	0.027962588	6.25E-02
scaffold6288_size18007	6219	-5.285554651	4.75E-06	1.29E-05	-5.86E-05	0.04617631	5.86E-02
scaffold6294_size17940	746	5.946337237	5.62E-07	9.28E-07	9.96E-05	0.013402305	9.96E-02
scaffold6294_size17940	761	6.075961933	3.70E-07	5.35E-07	0.000102497	0.010448338	1.02E-01
scaffold6306_size17905	17303	-5.46526306	2.66E-06	6.50E-06	-6.44E-05	0.033528356	6.44E-02
scaffold6324_size17820	12837	-5.375156546	3.56E-06	9.21E-06	-6.48E-05	0.039734589	6.48E-02
scaffold6324_size17820	12870	-5.371388297	3.60E-06	9.34E-06	-8.07E-05	0.039972778	8.07E-02
scaffold6324_size17820	12929	-5.763305271	1.02E-06	1.98E-06	-3.54E-05	0.019236446	3.54E-02
scaffold6324_size17820	16506	-5.32039478	4.24E-06	1.13E-05	-0.000104852	0.043668498	1.05E-01
scaffold6340_size17739	6404	5.565002437	1.93E-06	4.40E-06	8.40E-05	0.028351431	8.40E-02
scaffold6351_size17667	9570	-6.560955102	7.70E-08	6.19E-08	-0.000103623	0.003039177	1.04E-01
scaffold6355_size17652	14294	-5.365768892	3.67E-06	9.55E-06	-7.48E-05	0.04025531	7.48E-02
scaffold6371_size17559	16235	-5.351120687	3.85E-06	1.01E-05	-0.000128266	0.041218182	1.28E-01
scaffold6385_size17515	12544	-5.405825374	3.22E-06	8.19E-06	-8.31E-05	0.037726069	8.31E-02
scaffold6396_size17465	16325	-5.690537537	1.29E-06	2.66E-06	-0.00010889	0.022121078	1.09E-01
scaffold6396_size17465	16358	-5.485592762	2.49E-06	6.01E-06	-9.45E-05	0.032277967	9.45E-02
scaffold6398_size17462	16956	-5.245102659	5.41E-06	1.51E-05	-4.11E-05	0.049111201	4.11E-02
scaffold6408_size17383	7301	5.74736216	1.07E-06	2.12E-06	0.000119476	0.019844096	1.19E-01
scaffold6408_size17383	7308	5.279092786	4.85E-06	1.33E-05	0.000126763	0.046691873	1.27E-01
scaffold6408_size17383	7599	6.16633967	2.76E-07	3.62E-07	0.000159036	0.008459288	1.59E-01
scaffold6408_size17383	8028	5.812562053	8.67E-07	1.62E-06	0.000129595	0.017219501	1.30E-01
scaffold6409_size17382	16190	5.702378954	1.24E-06	2.54E-06	9.91E-05	0.021585379	9.91E-02
scaffold6423_size17337	6070	-5.69082977	1.29E-06	2.66E-06	-5.84E-05	0.022112521	5.84E-02
scaffold6423_size17337	6693	-5.377703511	3.53E-06	9.12E-06	-5.41E-05	0.039592068	5.41E-02
scaffold6423_size17337	7619	-5.701214242	1.24E-06	2.55E-06	-5.42E-05	0.021599099	5.42E-02
scaffold6423_size17337	8021	-5.540843815	2.09E-06	4.84E-06	-0.000122402	0.02971633	1.22E-01
scaffold6423_size17337	8159	-5.332385501	4.08E-06	1.08E-05	-0.000107103	0.042746115	1.07E-01
scaffold6423_size17337	9916	-6.179489418	2.64E-07	3.42E-07	-5.34E-05	0.008242383	5.34E-02
scaffold6423_size17337	10346	-5.694676024	1.27E-06	2.62E-06	-6.43E-05	0.021967119	6.43E-02
scaffold6426_size19490	2408	-6.074102523	3.72E-07	5.40E-07	-0.000119876	0.010473489	1.20E-01
scaffold6472_size17131	5281	-5.650308735	1.47E-06	3.13E-06	-9.63E-05	0.024067518	9.63E-02
scaffold6472_size17131	5300	-6.193821986	2.52E-07	3.21E-07	-9.99E-05	0.007927512	9.99E-02
scaffold6472_size17131	5448	-5.497223823	2.40E-06	5.74E-06	-9.09E-05	0.031622874	9.09E-02
scaffold6472_size17131	5480	-5.629934346	1.56E-06	3.40E-06	-7.83E-05	0.025242965	7.83E-02
scaffold6509_size16966	15196	-5.48911781	2.47E-06	5.93E-06	-9.71E-05	0.032033374	9.71E-02
scaffold6509_size16966	15197	-5.48911781	2.47E-06	5.93E-06	-9.71E-05	0.032033374	9.71E-02
scaffold6520_size16910	8357	-6.056932013	3.93E-07	5.81E-07	-7.27E-05	0.010968073	7.27E-02
scaffold6548_size16799	10096	-5.691519736	1.28E-06	2.65E-06	-0.000114972	0.022074248	1.15E-01
scaffold6548_size16799	10124	-6.091135959	3.52E-07	5.02E-07	-0.000119	0.010065865	1.19E-01
scaffold6570_size16693	11195	-5.524532336	2.20E-06	5.16E-06	-0.000116977	0.030394844	1.17E-01
scaffold6570_size16693	11245	-6.943505634	2.25E-08	1.01E-08	-0.000129514	0.000989611	1.30E-01
scaffold6570_size16693	11254	-6.687595426	5.12E-08	3.43E-08	-0.000136495	0.002153468	1.36E-01
scaffold6570_size16693	11273	-6.813694941	3.41E-08	1.89E-08	-0.000137901	0.00145512	1.38E-01
scaffold6570_size16693	11282	-6.510586017	9.06E-08	7.80E-08	-0.000132249	0.003537005	1.32E-01
scaffold6570_size16693	11290	-6.127953745	3.12E-07	4.28E-07	-0.000145964	0.009247943	1.46E-01
scaffold6570_size16693	11331	-5.817197328	8.54E-07	1.59E-06	-0.000133276	0.017012207	1.33E-01
scaffold6577_size16667	9072	-5.292005091	4.65E-06	1.26E-05	-6.45E-05	0.045814642	6.45E-02
scaffold6613_size16474	13910	7.41053374	5.06E-09	9.70E-10	0.000207806	0.000317588	2.08E-01
scaffold6625_size16417	16053	-5.456711273	2.74E-06	6.72E-06	-2.58E-05	0.034124187	2.58E-02
scaffold6690_size16174	2360	6.203234386	2.45E-07	3.08E-07	0.000129098	0.007808891	1.29E-01
scaffold6727_size16019	10419	-5.235000939	5.58E-06	1.57E-05	-9.13E-05	0.049840661	9.13E-02
scaffold6733_size15990	21	-5.457470007	2.73E-06	6.70E-06	-4.71E-05	0.034115544	4.71E-02
scaffold6766_size15849	10776	5.832539495	8.13E-07	1.49E-06	7.07E-05	0.01647938	7.07E-02
scaffold6767_size15845	5029	-6.129209492	3.11E-07	4.26E-07	-0.000113434	0.009247943	1.13E-01
scaffold6808_size17470	6364	-5.361384841	3.72E-06	9.71E-06	-3.03E-05	0.040568024	3.03E-02
scaffold6812_size15658	644	5.484647348	2.50E-06	6.03E-06	0.000199726	0.032277967	2.00E-01
scaffold6812_size15658	650	5.378876368	3.52E-06	9.08E-06	0.000195551	0.039529688	1.96E-01
scaffold6838_size15536	7032	5.399886938	3.29E-06	8.38E-06	6.63E-05	0.038161753	6.63E-02
scaffold6846_size15504	2638	-5.957357703	5.43E-07	8.86E-07	-7.63E-05	0.013138812	7.63E-02
scaffold6846_size15504	2645	-5.612115981	1.66E-06	3.65E-06	-7.43E-05	0.025999961	7.43E-02
scaffold6846_size15504	2660	-5.643891752	1.50E-06	3.21E-06	-8.47E-05	0.024491956	8.47E-02
scaffold6846_size15504	2663	-5.862178996	7.38E-07	1.32E-06	-7.68E-05	0.015822539	7.68E-02
scaffold6846_size15504	2685	-6.141227684	2.99E-07	4.04E-07	-9.43E-05	0.009021973	9.43E-02
scaffold6846_size15504	2736	-5.749047159	1.06E-06	2.10E-06	-0.000103239	0.019844096	1.03E-01
scaffold6846_size15504	3676	-5.453237586	2.77E-06	6.82E-06	-6.79E-05	0.034473152	6.79E-02
scaffold6846_size15504	3737	-5.304707762	4.46E-06	1.20E-05	-8.96E-05	0.044659502	8.96E-02
scaffold6846_size15504	3798	-5.901524456	6.50E-07	1.12E-06	-0.000110871	0.014725538	1.11E-01
scaffold6846_size15504	5128	-5.362390163	3.71E-06	9.67E-06	-8.37E-05	0.040483662	8.37E-02
scaffold6848_size15495_1_7236	1060	-5.829473244	8.21E-07	1.51E-06	-0.000114432	0.016592585	1.14E-01
scaffold6892_size15266	3562	-5.588809851	1.79E-06	4.00E-06	-9.72E-05	0.027215778	9.72E-02
scaffold6892_size15266	3662	-5.559773025	1.96E-06	4.49E-06	-0.000108274	0.028418533	1.08E-01
scaffold6892_size15266	3718	-5.447214662	2.82E-06	6.98E-06	-0.000113087	0.034848157	1.13E-01
scaffold6892_size15266	3729	-5.614307586	1.65E-06	3.62E-06	-0.000117751	0.02590557	1.18E-01
scaffold6892_size15266	3755	-5.715204235	1.19E-06	2.41E-06	-0.000119317	0.02102004	1.19E-01
scaffold6892_size15266	3766	-5.778220757	9.69E-07	1.87E-06	-0.000111864	0.018614264	1.12E-01
scaffold6892_size15266	3775	-5.828049412	8.25E-07	1.52E-06	-0.000109609	0.016624376	1.10E-01
scaffold6892_size15266	3780	-5.600924008	1.72E-06	3.81E-06	-0.000111553	0.026545458	1.12E-01
scaffold6892_size15266	3829	-5.44443965	2.85E-06	7.05E-06	-0.000116674	0.035041291	1.17E-01
scaffold6892_size15266	13218	-5.308887661	4.40E-06	1.19E-05	-4.48E-05	0.044350326	4.48E-02
scaffold6893_size15264	11903	-5.963417953	5.32E-07	8.64E-07	-5.44E-05	0.013083987	5.44E-02
scaffold6914_size15202	6179	-5.360312791	3.73E-06	9.75E-06	-9.91E-05	0.040632194	9.91E-02
scaffold6914_size15202	6237	-5.289943631	4.68E-06	1.27E-05	-0.000117647	0.045886753	1.18E-01
scaffold6927_size15157	14886	5.287500177	4.72E-06	1.29E-05	0.000160659	0.046071083	1.61E-01
scaffold6927_size15157	14897	5.242487478	5.45E-06	1.52E-05	0.000164775	0.049337844	1.65E-01
scaffold6927_size15157	14905	5.371691098	3.60E-06	9.33E-06	0.000171934	0.039967369	1.72E-01
scaffold6963_size15013	5456	-5.414139244	3.14E-06	7.93E-06	-9.30E-05	0.037074854	9.30E-02
scaffold6971_size14967	7961	-5.514026074	2.28E-06	5.38E-06	-9.81E-05	0.030872594	9.81E-02
scaffold6971_size14967	7981	5.894655494	6.65E-07	1.15E-06	0.000114088	0.014914891	1.14E-01
scaffold7002_size14839	7738	-5.265778089	5.06E-06	1.39E-05	-8.77E-05	0.047879086	8.77E-02
scaffold7012_size14807	905	-5.422530522	3.06E-06	7.68E-06	-5.88E-05	0.036546107	5.88E-02
scaffold7021_size14781	3849	-5.232222512	5.63E-06	1.58E-05	-9.50E-05	0.049951106	9.50E-02
scaffold7021_size14781	3850	-5.232222512	5.63E-06	1.58E-05	-9.50E-05	0.049951106	9.50E-02
scaffold7066_size14603	5255	-5.340353436	3.98E-06	1.05E-05	-7.18E-05	0.041896546	7.18E-02
scaffold7149_size14177	12358	5.90800178	6.37E-07	1.09E-06	0.000107549	0.014445413	1.08E-01
scaffold7149_size14177	12581	5.253413717	5.26E-06	1.46E-05	0.00011097	0.04852941	1.11E-01
scaffold7173_size14090	9583	-5.270761405	4.98E-06	1.37E-05	-6.49E-05	0.047481113	6.49E-02
scaffold7176_size14084	9373	-5.253817657	5.26E-06	1.46E-05	-6.94E-05	0.04852941	6.94E-02
scaffold7185_size14065	6289	-5.550232736	2.02E-06	4.66E-06	-5.83E-05	0.028966962	5.83E-02
scaffold7260_size13773	1307	7.623361369	2.58E-09	3.18E-10	0.000182539	0.000195817	1.83E-01
scaffold7260_size13773	2035	6.302353987	1.78E-07	1.99E-07	0.000224399	0.006089952	2.24E-01
scaffold7285_size13654	12536	-5.388347342	3.41E-06	8.75E-06	-0.000160183	0.038878033	1.60E-01
scaffold7285_size13654	12537	-5.388347342	3.41E-06	8.75E-06	-0.000160183	0.038878033	1.60E-01
scaffold7351_size13404	4264	-5.659873063	1.42E-06	3.01E-06	-8.21E-05	0.023692222	8.21E-02
scaffold7359_size13372	4802	-6.012925567	4.53E-07	7.01E-07	-7.18E-05	0.012044896	7.18E-02
scaffold7374_size13331	10285	5.652605742	1.45E-06	3.10E-06	0.000107015	0.023982572	1.07E-01
scaffold7381_size13296	1038	-5.319510539	4.26E-06	1.14E-05	-7.29E-05	0.043711481	7.29E-02
scaffold7381_size13296	1082	-5.557958636	1.97E-06	4.52E-06	-0.000125805	0.02851961	1.26E-01
scaffold7381_size13296	1243	-5.479569587	2.54E-06	6.15E-06	-0.000127542	0.03261006	1.28E-01
scaffold7381_size13296	1571	-5.291182941	4.66E-06	1.27E-05	-9.85E-05	0.045849703	9.85E-02
scaffold7387_size13287	4687	-5.728968271	1.14E-06	2.28E-06	-0.000107476	0.020690588	1.07E-01
scaffold7387_size13287	4694	-5.234010022	5.60E-06	1.57E-05	-9.39E-05	0.049874266	9.39E-02
scaffold7400_size13233	5335	-6.454827136	1.08E-07	1.01E-07	-7.27E-05	0.004055244	7.27E-02
scaffold7400_size13233	5405	-5.337374209	4.02E-06	1.06E-05	-8.56E-05	0.042186557	8.56E-02
scaffold7400_size13233	5437	-5.652155448	1.46E-06	3.11E-06	-5.26E-05	0.024008226	5.26E-02
scaffold7400_size13233	5522	-5.719192728	1.17E-06	2.37E-06	-6.33E-05	0.020923222	6.33E-02
scaffold7400_size13233	5524	-5.719192728	1.17E-06	2.37E-06	-6.33E-05	0.020923222	6.33E-02
scaffold7441_size13064	6486	-5.283104463	4.78E-06	1.31E-05	-4.29E-05	0.046368377	4.29E-02
scaffold7457_size12995	8149	-5.358556064	3.75E-06	9.81E-06	-6.10E-05	0.040743687	6.10E-02
scaffold7458_size12991	10910	6.635840478	6.05E-08	4.37E-08	0.000101269	0.002450182	1.01E-01
scaffold7461_size12985	8871	-6.158086633	2.83E-07	3.76E-07	-7.64E-05	0.008669595	7.64E-02
scaffold7461_size12985	11302	-6.066288224	3.81E-07	5.58E-07	-5.69E-05	0.010691616	5.69E-02
scaffold7466_size12975	3831	5.290509088	4.67E-06	1.27E-05	0.000103336	0.045867788	1.03E-01
scaffold7481_size12925	5179	-5.627035979	1.58E-06	3.44E-06	-0.000188505	0.025367231	1.89E-01
scaffold7481_size12925	5886	-5.364405036	3.68E-06	9.60E-06	-0.000198501	0.040372705	1.99E-01
scaffold7481_size12925	5890	-5.253508629	5.26E-06	1.46E-05	-0.000195462	0.04852941	1.95E-01
scaffold7513_size12855	6253	-5.280689634	4.82E-06	1.32E-05	-9.08E-05	0.046543357	9.08E-02
scaffold7514_size12854	12139	-5.315542628	4.31E-06	1.16E-05	-5.75E-05	0.043949066	5.75E-02
scaffold7515_size12854	9067	5.459157263	2.72E-06	6.66E-06	5.53E-05	0.034015673	5.53E-02
scaffold7543_size12763	1260	-5.714674596	1.19E-06	2.42E-06	-0.000101713	0.021030213	1.02E-01
scaffold7561_size12711	411	-5.301586053	4.51E-06	1.22E-05	-7.53E-05	0.044909352	7.53E-02
scaffold7586_size12585	903	5.291452612	4.66E-06	1.27E-05	0.000110857	0.045849703	1.11E-01
scaffold7611_size12464	7697	-5.689936477	1.29E-06	2.67E-06	-6.72E-05	0.022151807	6.72E-02
scaffold7666_size12254	5465	-5.286397403	4.73E-06	1.29E-05	-4.34E-05	0.046124183	4.34E-02
scaffold7682_size12195	11663	-6.172349521	2.71E-07	3.53E-07	-0.000131806	0.008388405	1.32E-01
scaffold7749_size11924	5119	-5.388612104	3.41E-06	8.75E-06	-0.000102327	0.038878033	1.02E-01
scaffold7749_size11924	5269	-5.545342012	2.06E-06	4.75E-06	-0.000112074	0.029339659	1.12E-01
scaffold7751_size11918	11650	-5.503177911	2.36E-06	5.61E-06	-6.21E-05	0.031353543	6.21E-02
scaffold7777_size11830	6561	-6.030328201	4.28E-07	6.51E-07	-8.79E-05	0.01161725	8.79E-02
scaffold7778_size11828	4326	-5.694009873	1.27E-06	2.63E-06	-6.46E-05	0.021967119	6.46E-02
scaffold7781_size14546_2730_4682	1690	-5.370041883	3.62E-06	9.39E-06	-5.97E-05	0.040069664	5.97E-02
scaffold7790_size11771	1466	5.385335024	3.44E-06	8.86E-06	0.0001008	0.039108231	1.01E-01
scaffold7813_size11684	835	5.39105222	3.38E-06	8.66E-06	5.56E-05	0.03878828	5.56E-02
scaffold7813_size11684	871	-5.441343891	2.88E-06	7.14E-06	-9.67E-05	0.035201271	9.67E-02
scaffold7831_size11617	236	-5.538979772	2.10E-06	4.87E-06	-0.000106052	0.029758473	1.06E-01
scaffold7831_size11617	357	-6.436843715	1.15E-07	1.09E-07	-0.000133506	0.004296902	1.34E-01
scaffold7831_size11617	599	-5.469349852	2.63E-06	6.40E-06	-0.000114624	0.033360536	1.15E-01
scaffold7859_size11525	11440	5.317280881	4.29E-06	1.15E-05	6.15E-05	0.043832096	6.15E-02
scaffold7914_size11366	1600	-5.581237508	1.83E-06	4.12E-06	-9.57E-05	0.027569072	9.57E-02
scaffold7914_size11366	3037	-5.254882822	5.24E-06	1.45E-05	-7.75E-05	0.04852941	7.75E-02
scaffold7914_size11366	3181	-5.519631438	2.23E-06	5.26E-06	-8.51E-05	0.03057195	8.51E-02
scaffold7935_size11278	5108	5.290264508	4.68E-06	1.27E-05	8.10E-05	0.045881134	8.10E-02
scaffold7966_size11191	5293	5.360682019	3.73E-06	9.73E-06	0.000142743	0.040607224	1.43E-01
scaffold7966_size11191	5310	5.261929032	5.12E-06	1.41E-05	0.000141659	0.048101078	1.42E-01
scaffold7966_size11191	5311	5.261929032	5.12E-06	1.41E-05	0.000141659	0.048101078	1.42E-01
scaffold7966_size11191	5315	5.515137336	2.27E-06	5.35E-06	0.000149614	0.030815002	1.50E-01
scaffold7986_size11136	5873	-5.407293463	3.21E-06	8.14E-06	-8.72E-05	0.037562969	8.72E-02
scaffold8012_size11057	788	-6.457199457	1.08E-07	9.94E-08	-0.000177517	0.004055238	1.78E-01
scaffold8012_size11057	789	-6.457199457	1.08E-07	9.94E-08	-0.000177517	0.004055238	1.78E-01
scaffold8012_size11057	813	-6.810519316	3.45E-08	1.92E-08	-0.000194713	0.001456466	1.95E-01
scaffold8012_size11057	826	5.727367804	1.14E-06	2.29E-06	0.000143971	0.020747547	1.44E-01
scaffold8012_size11057	842	-5.313164379	4.34E-06	1.17E-05	-0.000152295	0.044059252	1.52E-01
scaffold8012_size11057	847	6.906991937	2.53E-08	1.21E-08	0.000145582	0.001080414	1.46E-01
scaffold8012_size11057	854	-5.464546178	2.67E-06	6.52E-06	-0.000153526	0.033566612	1.54E-01
scaffold8012_size11057	916	-5.484921254	2.50E-06	6.02E-06	-0.000162331	0.032277967	1.62E-01
scaffold8012_size11057	1103	6.320683504	1.67E-07	1.84E-07	0.000238423	0.005870149	2.38E-01
scaffold8028_size11019	1982	-5.311354059	4.37E-06	1.17E-05	-9.08E-05	0.044194485	9.08E-02
scaffold8030_size11017	1090	-5.828752127	8.23E-07	1.52E-06	-7.42E-05	0.016593555	7.42E-02
scaffold8057_size10901	10771	-5.859009283	7.46E-07	1.34E-06	-4.84E-05	0.015850208	4.84E-02
scaffold8057_size10901	10862	-5.274794325	4.91E-06	1.35E-05	-4.63E-05	0.047092111	4.63E-02
scaffold8057_size10901	10866	-5.955519531	5.46E-07	8.93E-07	-0.000107454	0.013147927	1.07E-01
scaffold8063_size10870	1965	-5.749566176	1.06E-06	2.10E-06	-6.36E-05	0.019831322	6.36E-02
scaffold8063_size10870	2011	-5.316675589	4.30E-06	1.15E-05	-4.71E-05	0.04384486	4.71E-02
scaffold8064_size10866	9253	-5.836131737	8.03E-07	1.47E-06	-5.58E-05	0.016423157	5.58E-02
scaffold8079_size10823	7086	-5.664940338	1.40E-06	2.95E-06	-3.69E-05	0.02336891	3.69E-02
scaffold8128_size10695	9376	-5.969618041	5.22E-07	8.42E-07	-0.000118801	0.012979548	1.19E-01
scaffold8128_size10695	9418	-5.453799271	2.76E-06	6.80E-06	-0.000106357	0.034458785	1.06E-01
scaffold8128_size10695	9580	-7.059056446	1.55E-08	5.73E-09	-4.32E-05	0.000741973	4.32E-02
scaffold8128_size10695	9747	-6.537764954	8.30E-08	6.88E-08	-8.14E-05	0.00317757	8.14E-02
scaffold8145_size10603	4283	-5.298283638	4.56E-06	1.23E-05	-7.81E-05	0.045263124	7.81E-02
scaffold8316_size10080	220	-5.268849185	5.01E-06	1.38E-05	-0.000100159	0.047650404	1.00E-01
scaffold8316_size10080	355	-5.470111259	2.62E-06	6.38E-06	-9.78E-05	0.033311522	9.78E-02
scaffold8316_size10080	358	-5.37554201	3.55E-06	9.20E-06	-9.37E-05	0.039726206	9.37E-02
scaffold8317_size10080	9111	-5.526198147	2.19E-06	5.13E-06	-4.91E-05	0.030331231	4.91E-02
scaffold8317_size10080	9787	-6.002003047	4.70E-07	7.34E-07	-7.38E-05	0.012236359	7.38E-02
scaffold8317_size10080	9961	-5.787428748	9.40E-07	1.80E-06	-0.000113847	0.018222025	1.14E-01
scaffold8326_size10066	326	-5.365740585	3.67E-06	9.55E-06	-8.99E-05	0.04025531	8.99E-02
scaffold8361_size9957	6594	-5.5904505	1.78E-06	3.98E-06	-8.58E-05	0.027161773	8.58E-02
